암호화요양기호,요양기관명,종별코드,종별코드명,설립구분코드,설립구분코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원링크,개설일자,일반입원실상급병상수,일반입원실일반병상수,성인중환자병상수,소아중환자병상수,신생아중환자병상수,분만실병상수,수술실병상수,응급실병상수,물리치료실병상수,정신과폐쇄상급병상수,정신과폐쇄일반병상수,격리병실병상수,무균치료실병상수,Latitude,Longitude
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQ0NjEwMDIjODEjJDEjJDYjJDgz,의료법인한전의료재단 한일병원,11,종합병원,11,의료법인,110000,서울,110006,도봉구,쌍문동,1450,"서울특별시 도봉구 우이천로 308, 한일병원 (쌍문동)",02-901-3114,,19740328,15,314,24,0,3,1,8,27,9,0,0,8,0,37.6458568,127.0285789
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjE0ODEjNDEjJDEjJDgjJDgz,국립암센터,11,종합병원,3,공립,310000,경기,311903,고양일산동구,,10408,"경기도 고양시 일산동구 일산로 323, (마두동)",031-920-0114,,20000908,87,423,28,0,0,1,15,25,12,0,0,0,14,37.6591262,126.78344
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEyMjIjNDEjJDEjJDgjJDgz,안성성모병원,11,종합병원,11,의료법인,310000,경기,312400,안성시,,17592,"경기도 안성시 시장길 58, (서인동)",031-675-6007,,19940316,11,177,20,0,0,0,3,10,13,0,0,0,0,37.0062424,127.2710561
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjE4MzIjNDEjJDEjJDQjJDgz,비에스종합병원,11,종합병원,11,의료법인,220000,인천,220100,인천강화군,,23037,"인천광역시 강화군 강화읍 충렬사로 31-0,",032-290-0001,,20181106,4,242,19,0,1,0,2,13,22,0,0,0,0,37.7368541,126.4852528
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjE0ODEjNjEjJDEjJDQjJDgz,중앙대학교광명병원,11,종합병원,4,학교법인,310000,경기,310100,광명시,,14353,"경기도 광명시 덕안로 110, (일직동)",1811-7800,,20220224,28,539,30,0,10,2,13,23,6,0,0,2,0,37.4245107,126.8858922
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjE0ODEjNzEjJDEjJDgjJDgz,서울성심병원,11,종합병원,12,개인,110000,서울,110007,동대문구,,2488,"서울특별시 동대문구 왕산로 259, 서울성심병원 (청량리동)",02-966-1616,,19911230,2,232,9,0,0,1,6,6,15,0,0,3,0,37.5841439,127.0498232
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjEwMDIjNDEjJDEjJDgjJDgz,의료법인 석경의료재단 센트럴병원,11,종합병원,11,의료법인,310000,경기,311700,시흥시,,15079,"경기도 시흥시 공단1대로 237, (정왕동, 센트럴 병원)",031-8041-3000,,20080219,20,245,10,0,0,0,3,21,30,0,0,0,0,37.3367245,126.7281671
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,강북삼성병원,1,상급종합,11,의료법인,110000,서울,110016,종로구,,3181,"서울특별시 종로구 새문안로 29, (평동)",02-2001-2001,,19790324,31,592,53,0,14,4,14,20,10,0,18,12,0,37.569203,126.9674914
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE4MzIjODEjJDEjJDIjJDgz,학교법인가톨릭학원가톨릭대학교서울성모병원,1,상급종합,4,학교법인,110000,서울,110021,서초구,,6591,"서울특별시 서초구 반포대로 222, (반포동)",02-1588-1511,,19800502,162,959,84,5,50,2,33,40,17,3,32,28,47,37.5000792,127.005247
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz,노원을지대학교병원,11,종합병원,11,의료법인,110000,서울,110022,노원구,,1830,"서울특별시 노원구 한글비석로 68, 을지병원 (하계동)",02-970-8000,,19950114,26,452,34,0,8,9,11,22,16,0,21,1,0,37.6363293,127.0697068
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE0ODEjNTEjJDEjJDIjJDgz,의료법인대송의료재단 무안병원,11,종합병원,11,의료법인,360000,전남,360009,무안군,,58532,"전라남도 무안군 무안읍 몽탄로 65, ()",061-450-3111,,19940801,20,123,13,0,0,0,3,13,20,0,105,0,0,34.9920405,126.4894587
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjE4MzIjNDEjJDEjJDQjJDgz,한림병원,11,종합병원,11,의료법인,220000,인천,220008,인천계양구,,21079,"인천광역시 계양구 장제로 722, (작전동)",032-540-9114,,20030801,22,368,22,0,0,1,6,21,40,0,0,2,0,37.5239791,126.7332189
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,동국대학교일산불교병원,11,종합병원,4,학교법인,310000,경기,311903,고양일산동구,,10326,"경기도 고양시 일산동구 동국로 27, (식사동, 동국대학교일산병원)",031-1577-7000,,20050531,41,517,40,0,13,8,12,29,12,0,23,2,0,37.6763892,126.806398
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE4MzIjODEjJDEjJDIjJDgz,국민건강보험공단일산병원,11,종합병원,3,공립,310000,경기,311903,고양일산동구,,10444,"경기도 고양시 일산동구 일산로 100, (백석동,백석1동 1241외1필지 4층)",1577-0013,,20000118,38,686,50,0,20,2,20,33,17,2,26,7,0,37.645585,126.7928124
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,(의)성세의료재단 뉴성민병원,11,종합병원,11,의료법인,220000,인천,220005,인천서구,석남동,22789,"인천광역시 서구 신석로 70, (석남동)",032-726-1000,,19930708,12,287,0,0,0,0,6,10,30,0,0,0,0,37.5097568,126.6698456
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNTEjJDEjJDIjJDgz,재단법인천주교부산교구유지재단 메리놀병원,11,종합병원,9,재단법인,210000,부산,210008,부산중구,,48972,"부산광역시 중구 중구로 121, (대청동4가)",051-465-8801,,19740430,31,314,18,0,0,1,7,10,18,0,0,4,0,35.1061482,129.0298682
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjEwMDIjNjEjJDEjJDQjJDgz,이화여자대학교의과대학부속목동병원,1,상급종합,4,학교법인,110000,서울,110020,양천구,,7985,"서울특별시 양천구 안양천로 1071, (목동)",02-2650-5114,,19930730,34,578,60,0,11,7,14,33,15,0,10,7,3,37.5364909,126.8862688
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,남양주 한양병원,11,종합병원,11,의료법인,310000,경기,311500,남양주시,,12048,"경기도 남양주시 오남읍 양지로 47-55, 47",031-510-0114,,20090303,34,245,20,0,0,1,3,20,16,0,0,0,0,37.6829088,127.2048016
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjNjEjJDEjJDgjJDgz,연세대학교의과대학세브란스병원,1,상급종합,4,학교법인,110000,서울,110010,서대문구,,3722,"서울특별시 서대문구 연세로 50-1, (신촌동)",02-2228-0114,,19740325,242,1877,152,25,52,8,72,57,22,4,25,38,20,37.5646993,126.9394972
JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNzEjJDEjJDgjJDgz,의료법인 정산의료재단 효성병원,11,종합병원,11,의료법인,330000,충북,330101,청주상당구,,28736,"충청북도 청주시 상당구 쇠내로 16-0, 효성병원",043-221-5000,,19951027,15,312,31,0,0,1,4,23,40,0,0,3,0,36.6244467,127.4955285
JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNjEjJDEjJDQjJDgz,의료법인명지의료재단명지병원,11,종합병원,11,의료법인,330000,충북,330300,제천시,,27140,"충청북도 제천시 내토로 991-0, 의료법인명지의료재단명지병원",043-640-8114,,20110315,7,188,9,0,0,0,3,27,10,0,0,0,0,37.1633515,128.2339864
JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNDEjJDEjJDQjJDgz,재단법인베스티안재단베스티안병원,11,종합병원,9,재단법인,330000,충북,330102,청주흥덕구,,28161,"충청북도 청주시 흥덕구 오송읍 오송생명1로 191-0, ()",043-910-7575,,20181114,26,184,10,0,0,0,2,30,10,0,0,0,0,36.6362406,127.3216581
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,대구굿모닝병원,11,종합병원,12,개인,230000,대구,230001,대구남구,,42406,"대구광역시 남구 성당로 224, (대명동)",053-620-9100,,20030308,4,185,12,0,0,0,2,10,13,0,0,0,0,35.8529997,128.5741767
JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE4MzIjNjEjJDEjJDgjJDgz,건국대학교 충주병원,11,종합병원,4,학교법인,330000,충북,330200,충주시,,27376,"충청북도 충주시 국원대로 82-0, 건국대학교충주병원",043-840-8200,,19890725,15,270,16,0,0,2,6,23,12,0,0,1,0,36.9936662,127.9296934
JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE0ODEjNDEjJDEjJDgjJDgz,의료법인 힐링의료재단 옥천성모병원,11,종합병원,11,의료법인,330000,충북,330005,옥천군,,29031,"충청북도 옥천군 옥천읍 성왕로 1195-0,",043-730-7000,,20151101,6,151,7,0,0,0,2,10,17,0,0,0,0,36.3134171,127.5720705
JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE0ODEjNTEjJDEjJDYjJDgz,의료법인 인산의료재단 전주열린병원,11,종합병원,11,의료법인,350000,전북,350401,전주완산구,,54994,"전라북도 전주시 완산구 기린대로 227-0,  1동 (서노송동,전주열린병원)",063-281-8889,,20220120,2,115,0,0,0,0,2,0,5,0,0,0,0,35.8265839,127.1453393
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,강원특별자치도속초의료원,11,종합병원,3,공립,320000,강원,320300,속초시,영랑동,24821,"강원특별자치도 속초시 영랑호반길 3, (영랑동)",033-630-6000,,19830701,2,163,10,0,0,1,3,20,13,0,0,2,0,38.2164977,128.5888636
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNjEjJDEjJDQjJDgz,삼육부산병원,11,종합병원,9,재단법인,210000,부산,210006,부산서구,,49230,"부산광역시 서구 대티로 170, (서대신동2가)",242-9751,,19740307,6,268,10,0,0,1,3,10,26,0,0,15,0,35.1119234,129.0108596
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,대동병원,11,종합병원,4,학교법인,210000,부산,210003,부산동래구,,47737,"부산광역시 동래구 충렬대로 187, (명륜동)",051-554-1233,,19800221,14,387,22,0,0,1,6,21,28,0,0,9,0,35.2042331,129.0802217
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEyMjIjODEjJDEjJDIjJDgz,학교법인 춘해병원,11,종합병원,4,학교법인,210000,부산,210004,부산진구,범천동,47352,"부산광역시 부산진구 중앙대로 605, (범천동)",051-638-8000,,19740226,12,189,0,0,0,0,4,10,26,0,0,0,0,35.1480849,129.0517815
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE0ODEjNTEjJDEjJDIjJDgz,아산충무병원,11,종합병원,11,의료법인,340000,충남,340500,아산시,,31528,"충청남도 아산시 문화로 381,  (모종동)",041-536-6666,,20150303,36,408,24,0,0,1,4,21,31,0,0,20,0,36.7832862,127.0223573
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEwMDIjNzEjJDEjJDgjJDgz,경기도의료원포천병원,11,종합병원,3,공립,310000,경기,312800,포천시,,11142,"경기도 포천시 포천로 1648, (신읍동)",031-539-9114,,19870424,4,125,10,0,0,3,4,22,10,0,0,3,0,37.9031442,127.197413
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,가톨릭대학교의정부성모병원,11,종합병원,4,학교법인,310000,경기,310800,의정부시,,11765,"경기도 의정부시 천보로 271, 의정부성모병원 (금오동)",1661-7500,,19711230,19,572,76,0,14,1,15,59,10,0,0,2,0,37.7585957,127.0777141
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,경기도의료원의정부병원,11,종합병원,3,공립,310000,경기,310800,의정부시,,11671,"경기도 의정부시 흥선로 142, (의정부동)",031-828-5000,,19860416,0,114,6,0,0,0,3,11,9,0,70,5,0,37.7411208,127.0424879
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNjEjJDEjJDAjJDgz,인하대학교의과대학부속병원,1,상급종합,4,학교법인,220000,인천,220004,인천중구,신흥동3가,22332,"인천광역시 중구 인항로 27, (신흥동3가)",032-890-2114,,19960322,35,740,78,0,19,9,16,34,27,0,15,7,2,37.4586179,126.6339279
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQyNjEwMDIjNjEjJDEjJDgjJDgz,의료법인 성수의료재단 인천백병원,11,종합병원,11,의료법인,220000,인천,220002,인천동구,,0,"인천광역시 동구 샛골로 214- , (송림동)",032-765-7070,,20121231,2,188,12,0,0,0,4,6,39,0,0,0,0,37.4818485,126.6456233
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQyNjE0ODEjODEjJDEjJDIjJDgz,근로복지공단인천병원,11,종합병원,3,공립,220000,인천,220003,인천부평구,,21417,"인천광역시 부평구 무네미로 446, (구산동)",032-500-0114,,20141230,2,259,17,0,0,0,3,6,20,0,0,56,0,37.4762248,126.7538908
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjE0ODEjODEjJDEjJDIjJDgz,경기도의료원 수원병원,11,종합병원,3,공립,310000,경기,310602,수원장안구,,16316,"경기도 수원시 장안구 수성로245번길 69, (정자동)",031-888-0114,,19651221,16,107,9,0,0,1,3,13,10,0,0,35,0,37.2919882,126.9964018
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,의료법인 영동의료재단 의정부백병원,11,종합병원,11,의료법인,310000,경기,310800,의정부시,,11778,"경기도 의정부시 금신로 322, (신곡동)",031-856-8111,,19960716,4,188,9,0,0,0,3,10,10,0,0,0,0,37.7453361,127.0619745
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNDEjJDEjJDgjJDgz,순천중앙병원,11,종합병원,12,개인,360000,전남,360400,순천시,,57956,"전라남도 순천시 장명로 5,  (장천동)",061-749-5000,,19941201,4,196,0,0,0,0,2,10,20,0,0,0,0,34.9512455,127.4843686
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjEwMDIjNjEjJDEjJDAjJDgz,의료법인목포구암의료재단 목포중앙병원,11,종합병원,11,의료법인,360000,전남,360300,목포시,,58615,"전라남도 목포시 영산로 623,  (석현동)",061-280-3000,,19990309,22,252,18,0,0,0,4,20,30,0,49,1,0,34.8213865,126.4223997
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz,광주센트럴병원,11,종합병원,12,개인,240000,광주,240004,광주광산구,,62305,"광주광역시 광산구 수완로 6-0,  A,B,C동 (신가동)",062-950-9700,,20151014,30,268,0,0,0,0,2,11,40,0,0,1,0,35.1857062,126.8294481
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjEyMjIjNTEjJDEjJDIjJDgz,나주종합병원,11,종합병원,12,개인,360000,전남,360200,나주시,,58251,"전라남도 나주시 영산로 5419, 나주종합병원",061-330-6114,,19870624,25,151,0,0,0,0,2,10,14,0,0,0,0,35.0366967,126.7215888
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE0ODEjNTEjJDEjJDYjJDgz,한림대학교 강남성심병원,11,종합병원,4,학교법인,110000,서울,110013,영등포구,,7441,"서울특별시 영등포구 신길로 1, (대림동, 강남성심병원)",02-829-5114,,19800111,23,475,62,0,15,7,14,27,21,0,0,3,0,37.4928431,126.9086305
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQ0NjE0ODEjODEjJDEjJDYjJDgz,의료법인우리의료재단김포우리병원,11,종합병원,11,의료법인,310000,경기,312300,김포시,,10099,"경기도 김포시 감암로 11, 김포우리병원 (걸포동)",031-999-1000,,20020513,31,476,27,0,0,1,7,21,29,0,0,2,0,37.6323493,126.7107705
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE0ODEjNjEjJDEjJDgjJDgz,재단법인한호기독교선교회 일신기독병원,11,종합병원,9,재단법인,210000,부산,210002,부산동구,,48724,"부산광역시 동구 정공단로 27, (좌천동)",051-630-0300,,19840702,18,120,0,0,12,6,4,5,22,0,0,0,0,35.1354816,129.0541035
JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNTEjJDEjJDIjJDgz,충청북도 청주의료원,11,종합병원,3,공립,330000,충북,330104,청주서원구,,28547,"충청북도 청주시 서원구 흥덕로 48-0, 청주의료원",043-279-2300,,19780519,29,339,29,0,0,1,4,16,20,0,180,6,0,36.6401784,127.4731492
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjE4MzIjNDEjJDEjJDQjJDgz,의료법인칠석의료재단사랑의병원,11,종합병원,11,의료법인,310000,경기,311102,안산상록구,,15291,"경기도 안산시 상록구 예술광장로 69, 사랑의병원(593-4번지/593-5번지) (성포동)",031-439-3000,,19991011,5,201,15,0,0,0,5,20,12,0,0,1,0,37.3269785,126.8447735
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNzEjJDEjJDgjJDgz,성애의료재단 성애병원,11,종합병원,11,의료법인,110000,서울,110013,영등포구,,7354,"서울특별시 영등포구 여의대방로53길 22, (신길동, 성애병원)",02-840-7114,,19820930,22,186,11,0,4,5,5,20,12,0,0,0,0,37.5119571,126.9223932
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjEwMDIjNjEjJDEjJDAjJDgz,의료법인 광혜의료재단 광혜병원,11,종합병원,11,의료법인,210000,부산,210003,부산동래구,,47821,"부산광역시 동래구 충렬대로 96, (온천동, 광혜병원)",051-503-2111,,19831207,5,160,9,0,0,0,3,10,17,0,0,1,0,35.2069135,129.0711346
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz,의료법인은성의료재단좋은삼선병원,11,종합병원,11,의료법인,210000,부산,210015,부산사상구,주례동,47007,"부산광역시 사상구 가야대로 326, (주례동)",051-322-0900,,19950330,31,324,21,0,0,5,7,20,25,0,0,2,0,35.1503426,129.0082037
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE0ODEjNjEjJDEjJDAjJDgz,해피뷰병원,11,종합병원,12,개인,240000,광주,240002,광주북구,,61239,"광주광역시 북구 경열로 216-0, 해피뷰병원",062-519-9000,,20020527,4,167,0,0,0,0,3,16,14,0,69,0,0,35.1585624,126.906611
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE4MzIjNDEjJDEjJDgjJDgz,성가롤로병원,11,종합병원,9,재단법인,360000,전남,360400,순천시,,57931,"전라남도 순천시 순광로 221,  (조례동)",061-720-2000,,19980307,69,404,48,0,0,2,8,28,10,0,0,2,0,34.96471,127.5431309
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjE0ODEjNTEjJDEjJDIjJDgz,차의과학대학교 강남차병원,11,종합병원,11,의료법인,110000,서울,110001,강남구,,6135,"서울특별시 강남구 논현로 566, 강남차병원(역삼동650-9, 606-4, 605외2필지(지하7층~지하1층, 지상2층~7층)) (역삼동)",02-3468-3000,,19901022,63,142,0,0,23,1,12,6,1,0,0,1,0,37.506905,127.0344844
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQzNjEwMDIjNjEjJDEjJDgjJDgz,의료법인성화의료재단  대한병원,11,종합병원,11,의료법인,110000,서울,110024,강북구,,1081,"서울특별시 강북구 도봉로 301, (수유동, 대한병원)",02-903-3232,,19820329,4,181,15,0,0,0,3,7,14,0,0,1,0,37.6352594,127.0228979
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEyMjIjODEjJDEjJDIjJDgz,경희대학교병원,1,상급종합,4,학교법인,110000,서울,110007,동대문구,,2447,"서울특별시 동대문구 경희대로 23, (회기동)",02-958-8114,,19711005,33,725,62,0,16,4,16,27,23,2,19,15,2,37.5967122,127.0513948
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,가톨릭관동대학교 국제성모병원,11,종합병원,4,학교법인,220000,인천,220005,인천서구,,22711,"인천광역시 서구 심곡로100번길 25-0, 인천국제성모병원",032-1600-8291,,20140117,28,516,51,0,0,2,8,33,9,1,10,3,0,37.5423472,126.6836259
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNjEjJDEjJDQjJDgz,연세대학교 원주세브란스기독병원,1,상급종합,4,학교법인,320000,강원,320400,원주시,,26426,"강원특별자치도 원주시 일산로 20-0,  (일산동)",033-741-0114,,19770501,37,643,89,0,25,2,17,30,17,0,24,40,4,37.3481049,127.9452476
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEwMDIjNTEjJDEjJDIjJDgz,중앙대학교병원,1,상급종합,4,학교법인,110000,서울,110008,동작구,,6973,"서울특별시 동작구 흑석로 102, (흑석동)",1800-1114,,20041201,25,620,53,0,17,5,14,25,10,0,26,44,2,37.5070482,126.9608627
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNTEjJDEjJDYjJDgz,강원대학교병원,11,종합병원,3,공립,320000,강원,320500,춘천시,효자동,24289,"강원특별자치도 춘천시 백령로 156, (효자동)",033-258-2000,,19820708,38,484,33,8,15,4,11,30,15,0,16,26,0,37.8749245,127.7445472
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNjEjJDEjJDAjJDgz,한양대학교병원,1,상급종합,4,학교법인,110000,서울,110011,성동구,,4763,"서울특별시 성동구 왕십리로 222-1, (사근동)",02-2290-8114,,19720424,25,692,57,0,20,3,16,34,14,0,16,25,10,37.5623475,127.0468637
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEwMDIjNDEjJDEjJDgjJDgz,인제대학교일산백병원,11,종합병원,4,학교법인,310000,경기,311902,고양일산서구,,10380,"경기도 고양시 일산서구 주화로 170, (대화동)",031-910-7114,,19991206,24,513,59,0,13,3,14,40,28,0,16,2,0,37.6742058,126.7505688
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjEwMDIjODEjJDEjJDYjJDgz,세란병원,11,종합병원,12,개인,110000,서울,110016,종로구,,3030,"서울특별시 종로구 통일로 256, (무악동)",02-737-0181,,19870424,11,200,0,0,0,0,8,10,11,0,0,0,0,37.575178,126.9574751
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjE4MzIjODEjJDEjJDIjJDgz,해남우리종합병원,11,종합병원,12,개인,360000,전남,360021,해남군,,59021,"전라남도 해남군 옥천면 해남로 597, ()",061-530-7000,,20070525,15,379,25,0,0,0,2,15,36,0,60,0,0,34.5841115,126.6464966
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjEyMjIjNDEjJDEjJDgjJDgz,명주병원,11,종합병원,12,개인,310000,경기,312003,용인처인구,,17050,"경기도 용인시 처인구 금령로39번길 8-6, (김량장동)",1522-8119,,20220603,1,196,16,0,0,0,6,20,16,0,0,16,0,37.2356731,127.2007782
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjE0ODEjNDEjJDEjJDgjJDgz,참조은병원,11,종합병원,12,개인,310000,경기,312600,광주시,,12756,"경기도 광주시 광주대로 45, (경안동)",1600-9955,,20101118,6,228,20,0,0,0,7,20,27,0,0,2,0,37.4109712,127.2602023
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,한국원자력의학원원자력병원,11,종합병원,3,공립,110000,서울,110022,노원구,,1812,"서울특별시 노원구 노원로 75, 한국원자력의학원 (공릉동)",02-970-2114,,19851129,15,441,24,0,0,1,10,12,3,0,0,1,2,37.6294332,127.0826468
