요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수,좌표(X),좌표(Y)
당진종합병원,11,종합병원,340000,충청도,340900,당진시,,31764,"충청남도 당진시 반촌로 5-15,  (시곡동)",041-357-0100,,20110722,32,0,0,0,32,0,0,0,0,0,0,0,0,0,126.6844489,36.9044003
대구가톨릭대학교 칠곡가톨릭병원,11,종합병원,230000,대구,230003,대구북구,,41438,"대구광역시 북구 칠곡중앙대로 440, (읍내동)",053-320-2500,,20020121,26,0,0,0,25,0,0,0,1,0,0,0,0,0,128.5493894,35.9348614
대구굿모닝병원,11,종합병원,230000,대구,230001,대구남구,,42406,"대구광역시 남구 성당로 224, (대명동)",053-620-9100,,20030308,24,0,0,0,24,0,0,0,0,0,0,0,0,0,128.5740875,35.8530071
대구의료원,11,종합병원,230000,대구,230004,대구서구,,41845,"대구광역시 서구 평리로 157, (중리동)",053-560-7575,,19830228,48,1,1,4,41,1,0,0,0,0,0,0,0,0,128.5411352,35.8599099
대구파티마병원,11,종합병원,230000,대구,230002,대구동구,,41199,"대구광역시 동구 아양로 99, (신암동)",053-1688-7770,,19620822,210,1,19,51,136,1,0,0,2,0,0,0,0,0,128.6244071,35.8842611
대동병원,11,종합병원,210000,부산,210003,부산동래구,,47737,"부산광역시 동래구 충렬대로 187, (명륜동)",051-554-1233,,19800221,69,0,4,0,64,0,0,0,1,0,0,0,0,0,129.0802033,35.2042538
대림성모병원,11,종합병원,110000,서울,110013,영등포구,,7442,"서울특별시 영등포구 시흥대로 657, (대림동, 대림성모병원)",02-829-9000,,19740924,41,0,0,0,40,1,0,0,0,0,0,0,0,0,126.9072208,37.4906979
대아의료재단한도병원,11,종합병원,310000,경기,311101,안산단원구,,15367,"경기도 안산시 단원구 선부광장로 103, (선부동)",031-8040-1114,,20061013,41,0,0,0,39,1,0,0,1,0,0,0,0,0,126.8076223,37.3340586
대자인병원,11,종합병원,350000,전라도,350402,전주덕진구,,54910,"전라북도 전주시 덕진구 견훤로 390, (우아동3가)",063-240-2000,,20160107,102,0,0,0,97,0,0,0,3,2,0,0,0,0,127.1534707,35.8459659
대전보훈병원,11,종합병원,250000,대전,250002,대전대덕구,,34314,"대전광역시 대덕구 대청로82번길 147, 147",042-939-0111,,19971031,56,0,0,7,41,4,0,0,3,1,0,0,0,0,127.4396417,36.4473355
대전한국병원,11,종합병원,250000,대전,250004,대전동구,,34572,"대전광역시 동구 동서대로 1672,  (성남동)",042-606-1000,,20040316,38,1,0,0,36,1,0,0,0,0,0,0,0,0,127.4358152,36.3482008
대진의료재단 분당제생병원,11,종합병원,310000,경기,310403,성남분당구,,13590,"경기도 성남시 분당구 서현로180번길 20, (서현동)",031-779-0114,,19980328,195,2,15,43,130,2,0,0,3,0,0,0,0,0,127.1217783,37.3882035
대청병원,11,종합병원,250000,대전,250003,대전서구,,35403,"대전광역시 서구 계백로 1322, (정림동)",042-1899-6075,,20150226,28,2,0,0,25,1,0,0,0,0,0,0,0,0,127.3705716,36.3082388
더블유병원,11,종합병원,230000,대구,230007,대구달서구,,42642,"대구광역시 달서구 달구벌대로 1632, (감삼동)",053-550-5000,,20080912,35,0,0,0,35,0,0,0,0,0,0,0,0,0,128.5449481,35.8526313
동국대학교의과대학경주병원,11,종합병원,370000,경상도,370100,경주시,,38067,"경상북도 경주시 동대로 87,  (석장동)",054-748-9300,,19910919,105,0,0,28,75,2,0,0,0,0,0,0,0,0,129.1966582,35.8583076
동국대학교일산불교병원,11,종합병원,310000,경기,311903,고양일산동구,,10326,"경기도 고양시 일산동구 동국로 27, (식사동, 동국대학교일산병원)",031-1577-7000,,20050531,264,1,32,77,152,0,0,0,2,0,0,0,0,0,126.8064233,37.6763969
동남권원자력의학원,11,종합병원,210000,부산,210100,부산기장군,,46033,"부산광역시 기장군 장안읍 좌동길 40, ()",051-720-5114,,20100414,55,0,0,0,55,0,0,0,0,0,0,0,0,0,129.2435492,35.3214002
동래봉생병원,11,종합병원,210000,부산,210003,부산동래구,,47889,"부산광역시 동래구 안연로109번길 27, (안락동)",051-531-6000,,19900601,37,0,0,0,37,0,0,0,0,0,0,0,0,0,129.0961356,35.1969224
동아병원,11,종합병원,240000,광주,240005,광주남구,,61656,"광주광역시 남구 대남대로 238,  (백운동)",062-650-2500,,19950613,30,0,0,0,30,0,0,0,0,0,0,0,0,0,126.8999505,35.1348132
드림종합병원,11,종합병원,230000,대구,230001,대구남구,대명동,42474,"대구광역시 남구 대명로 153, (대명동)",053-640-8800,,20090102,25,0,0,0,25,0,0,0,0,0,0,0,0,0,128.5744911,35.8395584
메디인병원,11,종합병원,310000,경기,312200,파주시,,10913,"경기도 파주시 금릉역로 190, (금촌동)",031-943-1191,,20220329,36,1,0,0,35,0,0,0,0,0,0,0,0,0,126.766669,37.7610733
명주병원,11,종합병원,310000,경기,312003,용인처인구,,17050,"경기도 용인시 처인구 금령로39번길 8-6, (김량장동)",1522-8119,,20220603,50,0,0,0,49,0,0,0,1,0,0,0,0,0,127.2010803,37.2353957
명지성모병원,11,종합병원,110000,서울,110013,영등포구,,7417,"서울특별시 영등포구 도림로 156, 명지성모병원 (대림동)",02-1899-1475,,19840807,30,0,0,0,30,0,0,0,0,0,0,0,0,0,126.8992626,37.4938623
목포기독병원,11,종합병원,360000,전라도,360300,목포시,,58666,"전라남도 목포시 백년대로 303, (상동)",061-280-7500,,19970331,36,1,0,0,34,1,0,0,0,0,0,0,0,0,126.4206,34.8045333
목포시의료원,11,종합병원,360000,전라도,360300,목포시,,58701,"전라남도 목포시 이로로 18,  (용해동)",061-260-6500,,19921201,22,0,0,0,21,1,0,0,0,0,0,0,0,0,126.4053627,34.8039839
목포한국병원,11,종합병원,360000,전라도,360300,목포시,,58643,"전라남도 목포시 영산로 483,  (상동)",061-270-5800,,19960510,77,0,0,0,74,2,0,0,1,0,0,0,0,0,126.4162693,34.809382
미래로21병원,11,종합병원,240000,광주,240003,광주서구,,62045,"광주광역시 서구 화운로 1,  (화정동)",062-450-1000,,20040305,26,0,0,0,26,0,0,0,0,0,0,0,0,0,126.8852856,35.141033
미즈메디병원,11,종합병원,110000,서울,110003,강서구,,7639,"서울특별시 강서구 강서로 295, (내발산동)",02-2007-1000,,20000124,54,1,0,0,53,0,0,0,0,0,0,0,0,0,126.8359357,37.5522178
베데스다복음병원,11,종합병원,380000,경상도,381100,양산시,,50576,"경상남도 양산시 신기로 28, (신기동)",055-384-9901,,19960513,17,2,0,0,14,1,0,0,0,0,0,0,0,0,129.0435924,35.3532447
부민병원,11,종합병원,110000,서울,110003,강서구,,7590,"서울특별시 강서구 공항대로 389, 부민병원 (등촌동)",1577-7582,,20110414,68,2,2,0,64,0,0,0,0,0,0,0,0,0,126.8509273,37.556866
부산광역시의료원,11,종합병원,210000,부산,210013,부산연제구,,47527,"부산광역시 연제구 월드컵대로 359, (거제동, 1동, 5동일부)",051-507-3000,,19820630,77,0,9,11,55,1,0,0,1,0,0,0,0,0,129.0592351,35.1872822
부산성모병원(재단법인 천주교부산교구유지재단),11,종합병원,210000,부산,210001,부산남구,,48575,"부산광역시 남구 용호로232번길 25-14, (용호동)",051-933-7114,,20060602,81,0,1,14,64,0,0,0,2,0,0,0,0,0,129.109125,35.1104571
부안성모병원,11,종합병원,350000,전라도,350005,부안군,,56313,"전라북도 부안군 부안읍 오정2길 24, ()",063-581-5100,,20071231,14,2,0,0,12,0,0,0,0,0,0,0,0,0,126.7345709,35.7248401
부천세종병원,11,종합병원,310000,경기,310300,부천시,,14754,"경기도 부천시 호현로489번길 28, (소사본동, 세종병원)",1599-6677,,19820820,88,0,6,11,70,1,0,0,0,0,0,0,0,0,126.7913172,37.4809662
부천우리병원,11,종합병원,310000,경기,310300,부천시,,14466,"경기도 부천시 소사로 726, 지하4층~지상5층 (원종동)",032-672-4100,,20070416,22,1,0,0,19,2,0,0,0,0,0,0,0,0,126.8052027,37.5208668
부평세림병원,11,종합병원,220000,인천,220003,인천부평구,,21364,"인천광역시 부평구 부평대로 175,  (청천동)",032-524-0591,,19830511,52,0,4,4,42,2,0,0,0,0,0,0,0,0,126.7199858,37.506872
비에스종합병원,11,종합병원,220000,인천,220100,인천강화군,,23037,"인천광역시 강화군 강화읍 충렬사로 31-0,",032-290-0001,,20181106,23,1,0,0,20,1,0,0,1,0,0,0,0,0,126.4859916,37.7360483
비에이치에스한서병원,11,종합병원,210000,부산,210014,부산수영구,,48253,"부산광역시 수영구 수영로 615, (광안동)",051-756-0081,,19871102,54,0,0,3,50,0,0,0,1,0,0,0,0,0,129.1131037,35.16088
빛가람종합병원,11,종합병원,360000,전라도,360200,나주시,,58323,"전라남도 나주시 정보화길 49-0, (빛가람동)",061-820-0820,,20200403,21,2,0,0,19,0,0,0,0,0,0,0,0,0,126.7987298,35.0241928
빛고을전남대학교병원,11,종합병원,240000,광주,240005,광주남구,,61748,"광주광역시 남구 덕남길 80-0,  1동 (덕남동,전남대학교병원류마티스전문질환센터)",062-670-9421,,20131217,26,0,0,0,26,0,0,0,0,0,0,0,0,0,126.8963045,35.0943936
삼육부산병원,11,종합병원,210000,부산,210006,부산서구,,49230,"부산광역시 서구 대티로 170, (서대신동2가)",242-9751,,19740307,56,0,2,4,47,3,0,0,0,0,0,0,0,0,129.0110653,35.1127676
삼육서울병원,11,종합병원,110000,서울,110007,동대문구,,2500,"서울특별시 동대문구 망우로 82, (휘경동)",02-2244-0191,,19660107,113,0,10,18,84,1,0,0,0,0,0,0,0,0,127.0635533,37.5862119
삼일병원,11,종합병원,230000,대구,230007,대구달서구,,42818,"대구광역시 달서구 월배로 436, 지하1,지상1~11층 (송현동)",053-659-3100,,20080721,38,0,0,0,38,0,0,0,0,0,0,0,0,0,128.5535826,35.8324956
상무병원,11,종합병원,240000,광주,240003,광주서구,,61948,"광주광역시 서구 상무자유로 181-7,  (치평동)",062-600-7000,,20000524,27,0,0,0,27,0,0,0,0,0,0,0,0,0,126.8538803,35.1527509
상주적십자병원,11,종합병원,370000,경상도,370900,상주시,,37199,"경상북도 상주시 상서문로 53,  (남성동)",054-534-3501,,19940111,18,1,0,0,17,0,0,0,0,0,0,0,0,0,128.1555556,36.4146221
새통영병원,11,종합병원,380000,경상도,380800,통영시,,53034,"경상남도 통영시 무전7길 192, (무전동)",055-646-6000,,20080811,23,1,0,0,22,0,0,0,0,0,0,0,0,0,128.4207171,34.8653483
서광병원,11,종합병원,240000,광주,240003,광주서구,,62007,"광주광역시 서구 금화로59번길 6,  (금호동)",062-600-8000,,20100404,23,0,0,0,23,0,0,0,0,0,0,0,0,0,126.8557303,35.1325949
서남대학교병원,11,종합병원,240000,광주,240001,광주동구,불로동,61488,"광주광역시 동구 천변우로 415,  (불로동)",062-224-0671,,19830415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.9150205,35.1447273
서산중앙병원,11,종합병원,340000,충청도,340600,서산시,,0,"충청남도 서산시 수석산업로 5- ,  (수석동)",041-661-1000,,20060303,29,1,0,0,26,1,0,0,1,0,0,0,0,0,126.5034636,36.7810108
서울산보람병원,11,종합병원,260000,울산,260100,울산울주군,,44948,"울산광역시 울주군 삼남읍 중평로 53, 서울산보람병원",052-255-7114,,20070201,23,0,0,0,22,1,0,0,0,0,0,0,0,0,129.1210036,35.5597987
서울성심병원,11,종합병원,110000,서울,110007,동대문구,,2488,"서울특별시 동대문구 왕산로 259, 서울성심병원 (청량리동)",02-966-1616,,19911230,46,0,0,12,33,1,0,0,0,0,0,0,0,0,127.0497296,37.5843076
서울적십자병원,11,종합병원,110000,서울,110016,종로구,,3181,"서울특별시 종로구 새문안로 9, 적십자병원 (평동)",02-2002-8000,,19770401,45,1,5,5,32,1,0,0,1,0,0,0,0,0,126.9669974,37.5671805
서울특별시 동부병원,11,종합병원,110000,서울,110007,동대문구,,2584,"서울특별시 동대문구 무학로 124, (용두동)",02-920-9307,,19790701,39,4,0,0,33,2,0,0,0,0,0,0,0,0,127.031341,37.5753681
서울특별시보라매병원,11,종합병원,110000,서울,110008,동작구,,7061,"서울특별시 동작구 보라매로5길 20, (신대방동)",02-870-2114,,19911116,272,1,0,12,249,0,1,3,6,0,0,0,0,0,126.9239058,37.4934414
서울특별시서남병원,11,종합병원,110000,서울,110020,양천구,,8049,"서울특별시 양천구 신정이펜1로 20, (신정동)",1566-6688,,20110328,40,0,0,0,39,0,0,0,1,0,0,0,0,0,126.8331531,37.5120195
서울특별시서울의료원,11,종합병원,110000,서울,110019,중랑구,,2053,"서울특별시 중랑구 신내로 156, (신내동)",02-2276-7000,,20110309,226,0,21,57,144,0,0,0,3,1,0,0,0,0,127.0978309,37.6132762
선한병원,11,종합병원,240000,광주,240003,광주서구,,61917,"광주광역시 서구 무진대로 975-0,  (광천동)",062-466-1000,,20151015,23,0,0,0,22,0,0,0,1,0,0,0,0,0,126.8869987,35.1615633
성가롤로병원,11,종합병원,360000,전라도,360400,순천시,,57931,"전라남도 순천시 순광로 221,  (조례동)",061-720-2000,,19980307,102,1,5,7,87,0,0,0,1,0,0,0,0,1,127.5437074,34.9647334
성남시의료원,11,종합병원,310000,경기,310401,성남수정구,,13290,"경기도 성남시 수정구 수정로171번길 10, 성남시의료원 (태평동)",031-738-7000,,20191107,54,0,0,0,51,1,0,0,1,0,0,0,1,0,127.1390577,37.4449846
성남중앙병원,11,종합병원,310000,경기,310402,성남중원구,,13161,"경기도 성남시 중원구 산성대로476번길 12, (금광동)",031-743-3000,,19811119,28,0,0,0,26,1,0,0,1,0,0,0,0,0,127.1619932,37.4528497
성심의료재단강동성심병원,11,종합병원,110000,서울,110002,강동구,,5355,"서울특별시 강동구 성안로 150, (길동)",02-2224-2114,,19861017,255,1,21,87,144,0,0,0,2,0,0,0,0,0,127.135378,37.5359971
성애의료재단 성애병원,11,종합병원,110000,서울,110013,영등포구,,7354,"서울특별시 영등포구 여의대방로53길 22, (신길동, 성애병원)",02-840-7114,,19820930,71,0,5,9,55,2,0,0,0,0,0,0,0,0,126.9225003,37.5120274
세란병원,11,종합병원,110000,서울,110016,종로구,,3030,"서울특별시 종로구 통일로 256, (무악동)",02-737-0181,,19870424,47,3,0,0,44,0,0,0,0,0,0,0,0,0,126.9574607,37.5751835
세종충남대학교병원,11,종합병원,410000,세종시,410000,세종시,,30099,"세종특별자치시 보듬7로 20, 세종충남대학교병원 (도담동)",1800-3114,,20200623,139,0,0,0,137,0,0,0,2,0,0,0,0,0,127.2579427,36.5195133
속초보광병원,11,종합병원,320000,강원,320300,속초시,,24853,"강원특별자치도 속초시 중앙로 11-0, 속초보광병원",033-639-8500,,20100405,21,1,0,0,20,0,0,0,0,0,0,0,0,0,128.5783901,38.1980014
순천의료재단 성남정병원,11,종합병원,310000,경기,310401,성남수정구,,13316,"경기도 성남시 수정구 수정로 76, 지하3~10층 (수진동)",031-757-8900,,20040303,25,1,0,0,24,0,0,0,0,0,0,0,0,0,127.1290046,37.4398589
순천중앙병원,11,종합병원,360000,전라도,360400,순천시,,57956,"전라남도 순천시 장명로 5,  (장천동)",061-749-5000,,19941201,10,0,0,0,10,0,0,0,0,0,0,0,0,0,127.4844458,34.9514574
순천향대학교 부속 구미병원,11,종합병원,370000,경상도,370200,구미시,,39371,"경상북도 구미시 1공단로 179,  (공단동)",054-468-9114,,19790918,94,2,0,14,74,2,0,0,2,0,0,0,0,0,128.3827377,36.1029182
순천향대학교 부속 서울병원,11,종합병원,110000,서울,110014,용산구,,4401,"서울특별시 용산구 대사관로 59, (한남동)",02-709-9114,,19780223,370,2,37,116,208,1,0,0,6,0,0,0,0,0,127.0042579,37.533804
신가병원,11,종합병원,240000,광주,240004,광주광산구,,62316,"광주광역시 광산구 목련로 316,  (신가동)",062-610-8100,,20030113,24,0,0,0,24,0,0,0,0,0,0,0,0,0,126.8296527,35.1774148
씨엠병원,11,종합병원,110000,서울,110013,영등포구,,7301,"서울특별시 영등포구 영등포로36길 13, (영등포동4가, 충무병원)",02-2678-0001,,19840302,25,0,0,0,25,0,0,0,0,0,0,0,0,0,126.9041862,37.5188597
아산충무병원,11,종합병원,340000,충청도,340500,아산시,,31528,"충청남도 아산시 문화로 381,  (모종동)",041-536-6666,,20150303,54,0,0,0,53,0,0,0,1,0,0,0,0,0,127.0198062,36.7792648
안동성소병원,11,종합병원,370000,경상도,370400,안동시,,36690,"경상북도 안동시 서동문로 99,  (금곡동)",054-850-8114,,19810625,52,0,0,0,51,1,0,0,0,0,0,0,0,0,128.7228172,36.5672423
안성성모병원,11,종합병원,310000,경기,312400,안성시,,17592,"경기도 안성시 시장길 58, (서인동)",031-675-6007,,19940316,34,0,0,0,34,0,0,0,0,0,0,0,0,0,127.2709213,37.0062179
에스포항병원,11,종합병원,370000,경상도,370701,포항남구,,37659,"경상북도 포항시 남구 희망대로 352,  (이동)",054-289-9000,,20081029,41,0,0,0,41,0,0,0,0,0,0,0,0,0,129.3314538,36.0348843
여수전남병원,11,종합병원,360000,전라도,360500,여수시,,59718,"전라남도 여수시 좌수영로 49,  (광무동)",061-640-7128,,19880702,52,2,0,6,41,2,0,0,0,0,0,0,0,1,127.728018,34.7450673
여천전남병원,11,종합병원,360000,전라도,360500,여수시,,59641,"전라남도 여수시 무선로 95,  (선원동)",061-690-6000,,19991210,43,0,0,0,41,0,0,0,2,0,0,0,0,0,127.6543239,34.7691121
연세대학교 의과대학 용인세브란스병원,11,종합병원,310000,경기,312001,용인기흥구,,16995,"경기도 용인시 기흥구 동백죽전대로 363, (중동)",1899-1004,,19830309,232,5,0,10,212,0,0,1,4,0,0,0,0,0,127.1485144,37.270805
연세에스병원,11,종합병원,380000,경상도,380703,창원진해구,,51659,"경상남도 창원시 진해구 해원로32번길 13, (이동)",055-548-7700,,20031205,23,1,0,0,22,0,0,0,0,0,0,0,0,0,128.6981494,35.1549332
영광종합병원,11,종합병원,360000,전라도,360014,영광군,,57035,"전라남도 영광군 영광읍 와룡로 3, ()",061-350-8091,,19830810,25,1,0,0,23,1,0,0,0,0,0,0,0,0,126.4989779,35.2844615
영남대학교의과대학부속영천병원,11,종합병원,370000,경상도,370600,영천시,,38840,"경상북도 영천시 오수1길 10, (오수동)",054-338-9000,,19990928,20,1,0,0,19,0,0,0,0,0,0,0,0,0,128.913212,35.957285
영도병원,11,종합병원,210000,부산,210007,부산영도구,,49036,"부산광역시 영도구 태종로 85, (대교동2가)",051-414-8101,,19960629,33,0,2,1,29,0,0,0,1,0,0,0,0,0,129.0405236,35.0922416
영주적십자병원,11,종합병원,370000,경상도,370500,영주시,,36058,"경상북도 영주시 대학로 327-0, 영주적십자병원",054-630-0100,,20180502,19,1,0,0,18,0,0,0,0,0,0,0,0,0,128.6039024,36.8252688
오산한국병원,11,종합병원,310000,경기,311800,오산시,,18144,"경기도 오산시 밀머리로1번길 16, (원동)",031-379-8300,,20090105,65,2,4,2,54,1,0,0,2,0,0,0,0,0,127.0753662,37.1412709
온누리병원,11,종합병원,220000,인천,220005,인천서구,왕길동,22616,"인천광역시 서구 완정로 199, (왕길동)",032-567-6200,,20111018,20,1,0,0,19,0,0,0,0,0,0,0,0,0,126.6543363,37.6027927
우리들병원,11,종합병원,110000,서울,110003,강서구,,7505,"서울특별시 강서구 하늘길 70, (과해동)",02-2660-7500,,20120430,23,1,0,0,22,0,0,0,0,0,0,0,0,0,126.7963265,37.5620454
운암한국병원,11,종합병원,240000,광주,240002,광주북구,,61266,"광주광역시 북구 북문대로 191,  (운암동)",062-608-8000,,20070822,22,1,0,0,21,0,0,0,0,0,0,0,0,0,126.8696694,35.1850041
울산병원,11,종합병원,260000,울산,260001,울산남구,,44686,"울산광역시 남구 월평로171번길 13, (신정동)",052-259-5000,,19950821,50,1,0,0,48,0,0,0,1,0,0,0,0,0,129.3231103,35.5462649
울산엘리야병원,11,종합병원,260000,울산,260004,울산북구,,44228,"울산광역시 북구 호계로 285, (호계동)",052-290-2100,,20020902,18,0,0,0,18,0,0,0,0,0,0,0,0,0,129.3505372,35.6288626
웅상중앙병원,11,종합병원,380000,경상도,381100,양산시,,50536,"경상남도 양산시 서창로 59, (명동)",1600-7582,,20150202,22,1,0,0,20,0,0,0,1,0,0,0,0,0,129.1645494,35.4063964
원광대학교 산본병원,11,종합병원,310000,경기,311400,군포시,,15865,"경기도 군포시 산본로 321, (산본동)",031-390-2300,,20000801,76,0,6,14,53,1,0,0,0,0,0,0,2,0,126.9336147,37.3594127
의료법인 갈렌의료재단 박병원,11,종합병원,310000,경기,311200,평택시,,17784,"경기도 평택시 송탄로 33, (장당동)",031-666-2600,,20030120,23,0,0,0,23,0,0,0,0,0,0,0,0,0,127.0570008,37.0482657
의료법인 강릉동인병원,11,종합병원,320000,강원,320100,강릉시,,25478,"강원특별자치도 강릉시 강릉대로419번길 42-0,  (포남동)",033-650-6161,,19830618,41,0,0,0,40,1,0,0,0,0,0,0,0,0,128.90735,37.77435
의료법인 거붕 백병원,11,종합병원,380000,경상도,381000,거제시,,53290,"경상남도 거제시 계룡로5길 14, (상동동)",055-733-0000,,19790209,36,0,0,0,34,2,0,0,0,0,0,0,0,0,128.6261659,34.8736095
의료법인 건명의료재단 중앙제일병원,11,종합병원,330000,충청도,330009,진천군,진천읍,27832,"충청북도 진천군 진천읍 중앙북로 36, 중앙제일병원",043-533-1711,,19990702,23,1,0,0,22,0,0,0,0,0,0,0,0,0,127.4404044,36.8585629
의료법인 광혜의료재단 광혜병원,11,종합병원,210000,부산,210003,부산동래구,,47821,"부산광역시 동래구 충렬대로 96, (온천동, 광혜병원)",051-503-2111,,19831207,25,1,0,0,24,0,0,0,0,0,0,0,0,0,129.0711482,35.2070105
의료법인 근원의료재단 경산중앙병원,11,종합병원,370000,경상도,371000,경산시,,38646,"경상북도 경산시 경안로 11,  (백천동)",053-715-0100,,20110225,31,0,0,0,29,1,0,0,1,0,0,0,0,0,128.7401912,35.8088799
의료법인 남촌의료재단 시화병원,11,종합병원,310000,경기,311700,시흥시,,15034,"경기도 시흥시 군자천로 381, 시화병원 (정왕동)",1811-7000,,19980409,77,1,0,0,75,0,0,0,1,0,0,0,0,0,126.7369295,37.3499192
의료법인 녹산의료재단동수원병원,11,종합병원,310000,경기,310603,수원팔달구,,16494,"경기도 수원시 팔달구 중부대로 165, (우만동)",031-210-0114,,19830518,75,0,0,0,72,1,0,0,2,0,0,0,0,0,127.0345487,37.2780649
의료법인 대우의료재단대우병원,11,종합병원,380000,경상도,381000,거제시,,53317,"경상남도 거제시 두모길 16, (두모동)",055-680-8114,,19830219,32,0,0,0,30,1,0,0,1,0,0,0,0,0,128.7220923,34.8719577
의료법인 동강의료재단 동강병원,11,종합병원,260000,울산,260003,울산중구,,44455,"울산광역시 중구 태화로 239, (태화동)",052-241-1114,,19810622,89,0,0,0,85,3,0,0,1,0,0,0,0,0,129.3019631,35.5534261
의료법인 동강의료재단 동천동강병원,11,종합병원,260000,울산,260003,울산중구,,44495,"울산광역시 중구 외솔큰길 215, (남외동, 동천동강병원)",052-702-3114,,20160531,21,1,0,0,20,0,0,0,0,0,0,0,0,0,129.3504382,35.568536
의료법인 동해동인병원,11,종합병원,320000,강원,320200,동해시,평릉동,25751,"강원특별자치도 동해시 하평로 26, (평릉동)",033-530-0114,,19830725,19,2,0,0,16,0,0,0,1,0,0,0,0,0,129.1074625,37.5299417
의료법인 록향의료재단 신천연합병원,11,종합병원,310000,경기,311700,시흥시,,14905,"경기도 시흥시 복지로 57, 복지로 61, 2층 (대야동)",031-310-6300,,19920509,27,0,0,0,26,0,0,0,1,0,0,0,0,0,126.7894932,37.4445152
의료법인 명인의료재단 화홍병원,11,종합병원,310000,경기,310601,수원권선구,,16630,"경기도 수원시 권선구 호매실로90번길 98, (호매실동)",031-278-0119,,20200421,48,0,0,0,48,0,0,0,0,0,0,0,0,0,126.9639084,37.2601268
의료법인 박애의료재단 박애병원,11,종합병원,310000,경기,311200,평택시,,17909,"경기도 평택시 평택2로20번길 3, (평택동)",031-652-2121,,19820702,22,1,0,0,20,1,0,0,0,0,0,0,0,0,127.0890756,36.9930636
의료법인 백제병원,11,종합병원,340000,충청도,340700,논산시,,32980,"충청남도 논산시 시민로294번길 14,  (취암동)",041-733-2191,,19820504,52,0,0,0,49,2,0,0,1,0,0,0,0,0,127.0944739,36.192193
의료법인 서명의료재단 세명병원,11,종합병원,370000,경상도,371000,경산시,,38619,"경상북도 경산시 경안로 208, (중방동)",053-819-8800,,20030925,37,0,0,0,37,0,0,0,0,0,0,0,0,0,128.7371689,35.8263331
의료법인 석경의료재단 센트럴병원,11,종합병원,310000,경기,311700,시흥시,,15079,"경기도 시흥시 공단1대로 237, (정왕동, 센트럴 병원)",031-8041-3000,,20080219,43,3,0,0,38,0,0,0,2,0,0,0,0,0,126.7281267,37.3369084
의료법인 성념의료재단맑은샘병원,11,종합병원,380000,경상도,381000,거제시,,53209,"경상남도 거제시 연초면 거제대로 4477, ()",055-731-1240,,20130409,17,2,0,0,14,0,0,0,1,0,0,0,0,0,128.6436423,34.8977185
의료법인 성수의료재단 인천백병원,11,종합병원,220000,인천,220002,인천동구,,0,"인천광역시 동구 샛골로 214- , (송림동)",032-765-7070,,20121231,24,1,0,0,23,0,0,0,0,0,0,0,0,0,126.6458376,37.4817037
의료법인 송은의료재단 울산시티병원,11,종합병원,260000,울산,260004,울산북구,,44238,"울산광역시 북구 산업로 1007, (연암동)",052-280-9000,,20140804,46,2,0,0,43,1,0,0,0,0,0,0,0,0,129.3590343,35.5828446
의료법인 양진의료재단 평택성모병원,11,종합병원,310000,경기,311200,평택시,,17825,"경기도 평택시 평택로 284, (세교동)",1800-8800,,20150129,71,1,0,0,68,1,0,0,1,0,0,0,0,0,127.0743334,37.0084186
의료법인 영동의료재단 의정부백병원,11,종합병원,310000,경기,310800,의정부시,,11778,"경기도 의정부시 금신로 322, (신곡동)",031-856-8111,,19960716,25,1,0,0,21,2,0,0,1,0,0,0,0,0,127.0622375,37.7453263
의료법인 영서의료재단 천안충무병원,11,종합병원,340000,충청도,340201,천안서북구,,31181,"충청남도 천안시 서북구 다가말3길 8,  (쌍용동)",041-570-7555,,19960501,62,0,0,0,57,3,0,0,2,0,0,0,0,0,127.1314943,36.7974082
의료법인 영제 의료재단 엔케이세종병원,11,종합병원,410000,세종시,410000,세종시,,30130,"세종특별자치시 한누리대로 161, 세종시 NK리움힐 상가 1~8층 (나성동)",044-850-7700,,20190430,18,0,0,0,16,1,0,0,1,0,0,0,0,0,127.2622579,36.4796231
의료법인 영훈의료재단 대전선병원,11,종합병원,250000,대전,250005,대전중구,,34811,"대전광역시 중구 목중로 29, (목동)",042-220-8114,,19820630,89,0,10,12,64,1,0,0,2,0,0,0,0,0,127.4104139,36.3360669
의료법인 예당의료재단 예산종합병원,11,종합병원,340000,충청도,340012,예산군,,32432,"충청남도 예산군 예산읍 금오대로 94, ()",041-330-4000,,20070619,13,0,0,0,13,0,0,0,0,0,0,0,0,0,126.8379717,36.6910744
의료법인 오성의료재단 동군산병원,11,종합병원,350000,전라도,350100,군산시,,54033,"전라북도 군산시 조촌로 149,  (조촌동)",063-440-0300,,20040604,48,1,0,0,45,2,0,0,0,0,0,0,0,0,126.737162,35.9774829
